,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
1294,1241.0,Windows account locked,windows account locked need urgently,1,1,2,17-02-2023 00:45,Login,Windows,,,,,,
1295,1242.0,Windows account locked,windows account locked need urgently,1,1,2,18-02-2023 00:45,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1296,1243.0,sap crashing,sap crashing,1,1,2,19-02-2023 00:45,Crash,SAP,,,,,,
1297,1244.0,windows updated some features not working,Windows update done and now some features are not working,5,1,6,20-02-2023 00:45,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,aditya
1298,1245.0,sap crashing,sap crashing,1,1,2,21-02-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1299,1246.0,Laptop battery,Laptop battery draining,1,1,2,22-02-2023 00:45,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1301,1248.0,Laptop battery,Laptop battery draining,1,1,2,24-02-2023 00:45,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1306,1253.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,01-02-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
1307,1254.0,visual studio code,visual studio code licence expired,3,1,2,02-02-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1308,1255.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,03-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1309,1256.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,04-02-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1310,1257.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,05-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1311,1258.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,06-02-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1312,1259.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,07-02-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1323,1270.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,18-02-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1324,1271.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,19-02-2023 00:45,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1325,1272.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,20-02-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1326,1273.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,21-02-2023 00:45,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1327,1274.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,22-02-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1328,1275.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,23-02-2023 00:45,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1329,1276.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,24-02-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1330,1277.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,25-02-2023 00:45,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1331,1278.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,26-02-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1332,1279.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,27-02-2023 00:45,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1344,1291.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,28-02-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1345,1292.0,visual studio code,visual studio code licence expired,3,1,2,27-02-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1346,1293.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,28-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1347,1294.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,27-02-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1353,1300.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,27-02-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1354,1301.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,28-02-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1356,1303.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,28-02-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1365,1312.0,Laptop battery,Laptop battery draining,1,1,2,27-02-2023 00:45,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1366,1313.0,erp crash,erp crash,5,1,1,26-02-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1368,1315.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,28-02-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1369,1316.0,visual studio code,visual studio code licence expired,3,1,2,01-03-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1370,1317.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,02-03-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1371,1318.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1373,1320.0,outlook,outlook frozen,3,1,6,26-02-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1374,1321.0,cant log in to vpn,cant log in to vpn,2,1,7,27-02-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1383,1330.0,sap crashing,sap crashing ,1,1,1,01-03-2023 00:45,Crash,SAP,,,,,,
1384,1331.0,sap crashing,sap crashing ,1,1,1,02-03-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1385,1332.0,Not able to access ERP,Not able to access ERP,1,1,1,03-03-2023 00:45,Access,ERP,,,,,,
1386,1333.0,Not able to access ERP,Not able to access ERP,1,1,1,04-03-2023 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1387,1334.0,Sap password reset,Forgot sap password need reset,1,1,1,26-02-2023 00:45,Login,SAP,,,,,,
1388,1335.0,Sap password reset,Forgot sap password need reset,1,1,1,27-02-2023 00:45,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1389,1336.0,Windows account locked,windows account locked need urgently,1,1,2,28-02-2023 00:45,Login,Windows,,,,,,
1390,1337.0,Windows account locked,windows account locked need urgently,1,1,2,01-03-2023 00:45,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1391,1338.0,sap crashing,sap crashing,1,1,2,02-03-2023 00:45,Crash,SAP,,,,,,
1392,1339.0,windows updated some features not working,Windows update done and now some features are not working,5,1,6,03-03-2023 00:45,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,
1393,1340.0,sap crashing,sap crashing,1,1,2,04-03-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1394,1341.0,Laptop battery,Laptop battery draining,1,1,2,26-02-2023 00:45,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1396,1343.0,Laptop battery,Laptop battery draining,1,1,2,28-02-2023 00:45,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1401,1348.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,26-02-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1402,1349.0,visual studio code,visual studio code licence expired,3,1,2,27-02-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1403,1350.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,28-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1404,1351.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,01-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1405,1352.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,02-03-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1406,1353.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1407,1354.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,04-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1418,1365.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,01-03-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1419,1366.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,02-03-2023 00:45,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1420,1367.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,03-03-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1421,1368.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,04-03-2023 00:45,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1422,1369.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,26-02-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1423,1370.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,27-02-2023 00:45,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1424,1371.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,28-02-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1425,1372.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,01-03-2023 00:45,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1426,1373.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,02-03-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1427,1374.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,03-03-2023 00:45,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1439,1386.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,22-02-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1440,1387.0,visual studio code,visual studio code licence expired,3,1,2,23-02-2023 16:36,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1441,1388.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,22-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1442,1389.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,23-02-2023 16:36,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1448,1395.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,23-02-2023 16:36,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1449,1396.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,22-02-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1451,1398.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,22-02-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1460,1407.0,Laptop battery,Laptop battery draining,1,1,2,24-02-2023 16:36,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1461,1408.0,erp crash,erp crash,5,1,1,25-02-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1463,1410.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,25-02-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1464,1411.0,visual studio code,visual studio code licence expired,3,1,2,24-02-2023 16:36,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1465,1412.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,25-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1466,1413.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,24-02-2023 16:36,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1468,1415.0,outlook,outlook frozen,3,1,6,24-02-2023 16:36,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1469,1416.0,cant log in to vpn,cant log in to vpn,2,1,7,25-02-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1478,1425.0,sap crashing,sap crashing ,1,1,1,21-02-2023 11:15,Crash,SAP,,,,,,
1479,1426.0,sap crashing,sap crashing ,1,1,1,22-02-2023 11:15,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1480,1427.0,Not able to access ERP,Not able to access ERP,1,1,1,21-02-2023 11:15,Access,ERP,,,,,,
1481,1428.0,Not able to access ERP,Not able to access ERP,1,1,1,22-02-2023 11:15,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1482,1429.0,Sap password reset,Forgot sap password need reset,1,1,1,21-02-2023 11:15,Login,SAP,,,,,,
1483,1430.0,Sap password reset,Forgot sap password need reset,1,1,1,22-02-2023 11:15,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1484,1431.0,Windows account locked,windows account locked need urgently,1,1,2,21-02-2023 11:15,Login,Windows,,,,,,
1485,1432.0,Windows account locked,windows account locked need urgently,1,1,2,22-02-2023 11:15,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1486,1433.0,sap crashing,sap crashing,1,1,2,21-02-2023 11:15,Crash,SAP,,,,,,
1487,1434.0,windows updated some features not working,Windows update done and now some features are not working,5,1,6,22-02-2023 11:15,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,
1488,1435.0,sap crashing,sap crashing,1,1,2,21-02-2023 11:15,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1489,1436.0,Laptop battery,Laptop battery draining,1,1,2,22-02-2023 11:15,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1491,1438.0,Laptop battery,Laptop battery draining,1,1,2,22-02-2023 11:15,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1496,1443.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,14-01-2023 18:20,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1497,1444.0,visual studio code,visual studio code licence expired,3,1,2,09-01-2023 18:33,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1498,1445.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,04-01-2023 18:46,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1499,1446.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,30-12-2022 18:59,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1500,,erp crash,erp crash,5,1,1,26-03-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1502,,reset password,I forgot my sap account password.Want to reset it.,3,1,1,28-03-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1503,,visual studio code,visual studio code licence expired,3,1,2,01-04-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1504,,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,02-04-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1505,,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-04-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1507,,outlook,outlook frozen,3,1,6,05-03-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1508,,cant log in to vpn,cant log in to vpn,2,1,7,06-03-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1517,,sap crashing,sap crashing ,1,1,1,15-03-2023 00:45,Crash,SAP,,,,,,
1518,,sap crashing,sap crashing ,1,1,1,16-03-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
